ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,MaxWin,MaxLoss,AvgWin,AvgLoss,PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA_cum,WinRateB_cum,Form10A,Form10B,RestDaysA,RestDaysB,DiffWR,DiffForm,DiffRest,LogRankDiff,H2HDiff,ProbA_odds,ProbB_odds,OddsProbDiff,WinRateA_x_Rank,WinRateB_x_Rank,EfficiencyDiff
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Stepanek R.,Becker B.,27.0,124,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,1.36,3.0,,,1.4,2.9,1.45,3.0,1340.0,441.0,,,1.36,3.0,1.4,2.88,1.46,3.05,1.39,2.93,,,1.45,3.0,1.394,2.956,Becker B.,Stepanek R.,124.0,27.0,97.0,0,3.05,1.46,2.93,1.39,0,2,-2,94,122,305,214,0.5789473684210527,0.6153846153846154,0.6,0.6,3,3,-0.036437246963562764,0.0,0,1.524444699600708,-2,0.3278688524590164,0.684931506849315,-0.3570626543902986,0.00466893039049236,0.022792022792022793,-0.018123092401530434
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Baghdatis M.,Dimitrov G.,42.0,69,7.0,5.0,4.0,1.0,,,,,,,1.0,0.0,Retired,,,,,,,,,2.37,1.53,,,2.3,1.6,2.33,1.68,945.0,691.0,,,2.25,1.57,2.5,1.53,2.5,1.68,2.29,1.61,,,2.5,1.68,2.35,1.582,Baghdatis M.,Dimitrov G.,42.0,69.0,-27.0,1,2.5,1.68,2.29,1.61,1,8,-7,205,152,33,42,0.6326530612244898,0.55,0.6,0.7,2,2,0.08265306122448979,-0.09999999999999998,0,-0.49643688631389127,-7,0.4,0.5952380952380952,-0.1952380952380952,0.015063168124392614,0.007971014492753625,0.00709215363163899
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Del Potro J.M.,Soeda G.,9.0,58,6.0,2.0,6.0,3.0,1.0,6.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,1.03,15.0,,,1.03,9.6,1.04,15.5,3180.0,787.0,,,1.05,8.5,1.04,11.0,1.06,17.0,1.04,12.0,,,1.05,15.5,1.038,11.92,Del Potro J.M.,Soeda G.,9.0,58.0,-49.0,1,1.06,17.0,1.04,12.0,2,0,2,213,96,10,29,0.6521739130434783,0.3333333333333333,0.7,0.3333333333333333,2,2,0.31884057971014496,0.36666666666666664,0,-1.8632184332101995,2,0.9433962264150942,0.058823529411764705,0.8845726970033295,0.07246376811594203,0.005747126436781609,0.06671664167916042
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tsonga J.W.,Garcia-Lopez G.,6.0,92,6.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,1.03,15.0,,,1.04,10.0,1.03,17.5,5230.0,581.0,,,1.03,11.0,1.04,11.0,1.05,17.5,1.03,12.18,,,1.04,17.5,1.034,12.9,Garcia-Lopez G.,Tsonga J.W.,92.0,6.0,86.0,0,17.5,1.05,12.18,1.03,1,5,-4,167,191,210,98,0.5555555555555556,0.7272727272727273,0.5,0.7,2,2,-0.1717171717171717,-0.19999999999999996,0,2.7300291078209855,-4,0.05714285714285714,0.9523809523809523,-0.8952380952380952,0.006038647342995169,0.12121212121212122,-0.11517347386912605
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Verdasco F.,Zemlja G.,16.0,120,7.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,1.16,5.0,,,1.18,4.65,1.19,5.37,1765.0,459.0,,,1.2,4.5,1.17,5.0,1.2,5.37,1.18,4.77,,,1.2,5.37,1.18,4.904,Verdasco F.,Zemlja G.,16.0,120.0,-104.0,1,1.2,5.37,1.18,4.77,1,0,1,331,224,7,11,0.6041666666666666,0.5,0.6,0.5,3,3,0.10416666666666663,0.09999999999999998,0,-2.0149030205422647,1,0.8333333333333334,0.186219739292365,0.6471135940409684,0.037760416666666664,0.004166666666666667,0.03359375
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Goffin D.,Levine J.,70.0,106,4.0,6.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,1.57,2.25,,,1.55,2.4,1.65,2.38,688.0,521.0,,,1.53,2.38,1.57,2.38,1.65,2.55,1.56,2.38,,,1.65,2.4,1.574,2.358,Goffin D.,Levine J.,70.0,106.0,-36.0,1,1.65,2.55,1.56,2.38,1,0,1,10,9,19,41,0.5,0.5,0.5,0.5,2,2,0.0,0.0,0,-0.41494385206270756,1,0.6060606060606061,0.3921568627450981,0.213903743315508,0.007142857142857143,0.0047169811320754715,0.002425876010781671
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Murray A.,Karlovic I.,4.0,59,7.0,5.0,6.0,7.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,1.05,11.0,,,1.05,9.25,1.06,12.5,6980.0,786.0,,,1.06,8.5,1.07,8.0,1.08,12.5,1.06,9.27,,,1.07,12.5,1.058,9.85,Karlovic I.,Murray A.,59.0,4.0,55.0,0,12.5,1.08,9.27,1.06,0,7,-7,194,181,340,116,0.6557377049180327,0.7666666666666667,0.5,0.8,1,2,-0.11092896174863398,-0.30000000000000004,-1,2.691243082785829,-7,0.08,0.9259259259259258,-0.8459259259259259,0.011114198388441233,0.19166666666666668,-0.18055246827822544
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Rosol L.,Nadal R.,100.0,2,6.0,7.0,6.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,29.0,1.002,,,20.0,1.01,41.0,1.01,553.0,10060.0,,,26.0,1.0,15.0,1.01,76.0,1.01,23.45,1.01,,,41.0,1.01,26.2,1.0064,Nadal R.,Rosol L.,2.0,100.0,-98.0,0,1.01,76.0,1.01,23.45,4,1,3,561,121,16,32,0.819672131147541,0.75,0.8,0.75,2,2,0.069672131147541,0.050000000000000044,0,-3.9120230054281464,3,0.9900990099009901,0.013157894736842105,0.9769411151641479,0.4098360655737705,0.0075,0.4023360655737705
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Fish M.,Ward J.,12.0,173,6.0,3.0,5.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,1.36,3.0,,,1.35,3.1,1.37,3.31,2535.0,297.0,,,1.36,3.25,1.36,3.0,1.4,3.41,1.36,3.09,,,1.37,3.31,1.36,3.132,Fish M.,Ward J.,12.0,173.0,-161.0,1,1.4,3.41,1.36,3.09,2,0,2,271,195,8,17,0.6376811594202898,0.4,0.9,0.5,2,2,0.23768115942028978,0.4,0,-2.668384944709779,2,0.7142857142857143,0.29325513196480935,0.42103058232090496,0.05314009661835748,0.0023121387283236996,0.05082795789003378
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Lacko L.,Melzer J.,60.0,35,6.0,4.0,6.0,7.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,2.87,1.38,,,2.9,1.4,2.65,1.55,763.0,1147.0,,,2.75,1.4,2.75,1.44,3.2,1.55,2.78,1.43,,,2.9,1.55,2.784,1.434,Lacko L.,Melzer J.,60.0,35.0,25.0,1,3.2,1.55,2.78,1.43,1,1,0,31,43,269,233,0.46153846153846156,0.5454545454545454,0.5,0.7,2,1,-0.08391608391608385,-0.19999999999999996,1,0.5389965007326869,0,0.3125,0.6451612903225806,-0.3326612903225806,0.007692307692307693,0.015584415584415583,-0.00789210789210789
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5.0,Falla A.,Mahut N.,73.0,71,6.0,4.0,6.0,3.0,4.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,,,,,,,,,3.0,1.36,,,2.9,1.4,3.0,1.45,664.0,684.0,,,2.62,1.44,2.75,1.44,3.01,1.5,2.79,1.43,,,3.0,1.45,2.854,1.418,Falla A.,Mahut N.,73.0,71.0,2.0,1,3.01,1.5,2.79,1.43,1,2,-1,59,98,87,126,0.36,0.5636363636363636,0.4,0.5,3,2,-0.20363636363636362,-0.09999999999999998,1,0.027779564107075494,-1,0.33222591362126247,0.6666666666666666,-0.33444075304540416,0.004931506849315068,0.00793854033290653,-0.0030070334835914612
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Melzer J.,Wawrinka S.,35.0,24,3.0,6.0,7.0,6.0,2.0,6.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,,,,,,,,,3.0,1.36,,,2.9,1.4,2.97,1.45,1147.0,1505.0,,,3.0,1.36,2.88,1.36,3.05,1.45,2.91,1.39,,,3.0,1.45,2.95,1.386,Melzer J.,Wawrinka S.,35.0,24.0,11.0,1,3.05,1.45,2.91,1.39,1,2,-1,268,233,220,154,0.5370370370370371,0.4090909090909091,0.6,0.5,7,371,0.12794612794612797,0.09999999999999998,-364,0.37729423114146776,-1,0.3278688524590164,0.6896551724137931,-0.3617863199547767,0.015343915343915345,0.017045454545454548,-0.0017015392015392022
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Almagro N.,Rufin G.,11.0,168,6.0,2.0,5.0,7.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,1.16,5.0,,,1.16,5.0,1.17,5.8,2605.0,307.0,,,1.14,5.5,1.17,5.0,1.19,5.8,1.17,4.99,,,1.17,5.8,1.16,5.26,Almagro N.,Rufin G.,11.0,168.0,-157.0,1,1.19,5.8,1.17,4.99,2,0,2,263,175,8,12,0.4117647058823529,1.0,0.5,1.0,1,2,-0.5882352941176471,-0.5,-1,-2.726068706604888,2,0.8403361344537815,0.1724137931034483,0.6679223413503332,0.0374331550802139,0.005952380952380952,0.03148077412783295
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Istomin D.,Andreev I.,39.0,93,6.0,3.0,7.0,6.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,1.2,4.33,,,1.25,3.85,1.22,4.81,1032.0,575.0,,,1.25,3.75,1.29,3.5,1.3,5.26,1.22,4.22,,,1.29,4.81,1.242,4.048,Andreev I.,Istomin D.,93.0,39.0,54.0,0,5.26,1.3,4.22,1.22,1,1,0,217,207,74,89,0.5161290322580645,0.5769230769230769,0.6,0.5,2,2,-0.06079404466501237,0.09999999999999998,0,0.86903784702361,0,0.19011406844106465,0.7692307692307692,-0.5791167007897045,0.005549774540409296,0.014792899408284023,-0.009243124867874727
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tipsarevic J.,Sweeting R.,8.0,130,5.0,7.0,7.0,5.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,1.04,13.0,,,1.04,10.0,1.05,13.0,3200.0,413.0,,,1.06,8.5,1.05,10.0,1.07,13.0,1.04,10.58,,,1.06,13.0,1.048,10.9,Sweeting R.,Tipsarevic J.,130.0,8.0,122.0,0,13.0,1.07,10.58,1.04,0,4,-4,33,54,180,164,0.3333333333333333,0.5849056603773585,0.3333333333333333,0.6,2,2,-0.25157232704402516,-0.26666666666666666,0,2.7880929087757464,-4,0.07692307692307693,0.9345794392523364,-0.8576563623292595,0.002564102564102564,0.07311320754716981,-0.07054910498306724
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Monaco J.,Chardy J.,14.0,57,6.0,2.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,1.57,2.25,,,1.6,2.3,1.58,2.55,2115.0,794.0,,,1.62,2.25,1.62,2.25,1.67,2.55,1.6,2.29,,,1.62,2.55,1.598,2.32,Chardy J.,Monaco J.,57.0,14.0,43.0,0,2.55,1.67,2.29,1.6,1,6,-5,89,98,228,173,0.4117647058823529,0.2,0.4,0.2,2,2,0.2117647058823529,0.2,0,1.4039939382192919,-5,0.3921568627450981,0.5988023952095809,-0.2066455324644828,0.007223942208462332,0.014285714285714287,-0.007061772077251955
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Benneteau J.,Russell M.,32.0,112,7.0,6.0,2.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,,,,,,,,,1.18,4.5,,,1.2,4.4,1.2,5.27,1210.0,500.0,,,1.2,4.33,1.2,4.5,1.25,5.27,1.2,4.43,,,1.2,5.27,1.196,4.6,Benneteau J.,Russell M.,32.0,112.0,-80.0,1,1.25,5.27,1.2,4.43,2,0,2,178,191,59,114,0.4791666666666667,0.2727272727272727,0.5,0.3,2,2,0.20643939393939398,0.2,0,-1.2527629684953676,2,0.8,0.18975332068311196,0.6102466793168881,0.014973958333333334,0.002435064935064935,0.0125388933982684
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Troicki V.,Klizan M.,34.0,62,6.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,1.14,5.5,,,1.16,5.0,1.18,5.61,1190.0,728.0,,,1.2,4.33,1.2,4.5,1.2,5.9,1.16,5.07,,,1.2,5.61,1.176,4.988,Klizan M.,Troicki V.,62.0,34.0,28.0,0,5.9,1.2,5.07,1.16,1,5,-4,4,9,135,117,0.5,0.52,0.5,0.5,2,2,-0.020000000000000018,0.0,0,0.6007738604289301,-4,0.1694915254237288,0.8333333333333334,-0.6638418079096046,0.008064516129032258,0.015294117647058824,-0.0072296015180265665
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Phau B.,Odesnik W.,88.0,135,6.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,2.5,1.5,,,2.55,1.5,2.71,1.53,595.0,404.0,,,2.5,1.5,2.25,1.57,2.71,1.57,2.49,1.51,,,2.71,1.57,2.502,1.52,Odesnik W.,Phau B.,135.0,88.0,47.0,0,1.57,2.71,1.51,2.49,1,2,-1,34,47,68,119,0.0,0.0,0.0,0.0,1100,15,0.0,0.0,1085,0.42793796396022277,-1,0.6369426751592356,0.36900369003690037,0.26793898512233527,0.0,0.0,0.0
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Mayer F.,Petzschner P.,29.0,101,3.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,1.53,2.37,,,1.6,2.3,1.7,2.29,1230.0,534.0,,,1.53,2.38,1.62,2.25,1.78,2.38,1.62,2.24,,,1.7,2.38,1.596,2.318,Mayer F.,Petzschner P.,29.0,101.0,-72.0,1,1.78,2.38,1.62,2.24,4,0,4,156,154,79,92,0.625,0.5555555555555556,0.6,0.6,2,2,0.06944444444444442,0.0,0,-1.2478246868547855,4,0.5617977528089888,0.42016806722689076,0.14162968558209804,0.021551724137931036,0.005500550055005501,0.016051174082925536
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Roddick A.,Baker J.,25.0,186,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,,,,,,,,,1.04,13.0,,,1.06,8.5,1.04,15.0,1395.0,275.0,,,1.05,8.5,1.04,9.0,1.06,15.0,1.04,10.57,,,1.06,15.0,1.046,10.8,Baker J.,Roddick A.,186.0,25.0,161.0,0,15.0,1.06,10.57,1.04,0,1,-1,3,13,567,192,0.2,0.8,0.2,0.7,7,4,-0.6000000000000001,-0.49999999999999994,3,2.006870848845001,-1,0.06666666666666667,0.9433962264150942,-0.8767295597484276,0.001075268817204301,0.032,-0.0309247311827957
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Janowicz J.,Gulbis E.,136.0,87,2.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,9.0,7.0,3.0,2.0,Completed,,,,,,,,,2.25,1.57,,,2.2,1.65,2.31,1.69,397.0,596.0,,,2.25,1.57,2.25,1.62,2.35,1.73,2.21,1.65,,,2.31,1.69,2.252,1.62,Gulbis E.,Janowicz J.,87.0,136.0,-49.0,0,1.73,2.35,1.65,2.21,2,1,1,99,113,1,6,0.3333333333333333,1.0,0.3,1.0,2,2,-0.6666666666666667,-0.7,0,-0.44674676708146865,1,0.5780346820809249,0.425531914893617,0.15250276718730787,0.0038314176245210726,0.007352941176470588,-0.0035215235519495155
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Youzhny M.,Cervantes I.,33.0,152,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,1.03,15.0,,,1.03,12.0,1.05,14.0,1210.0,354.0,,,1.04,9.0,1.05,10.0,1.06,16.0,1.04,11.54,,,1.05,15.0,1.04,12.0,Cervantes I.,Youzhny M.,152.0,33.0,119.0,0,16.0,1.06,11.54,1.04,0,1,-1,2,3,362,261,1.0,0.6056338028169014,1.0,0.7,2,2,0.3943661971830986,0.30000000000000004,0,1.5273729593797962,-1,0.0625,0.9433962264150942,-0.8808962264150942,0.006578947368421052,0.01835253947930004,-0.01177359211087899
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Federer R.,Fognini F.,3.0,68,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,1.01,26.0,,,1.01,20.0,1.01,71.0,9435.0,695.0,,,1.01,21.0,1.01,15.0,1.03,71.0,1.01,26.65,,,1.01,71.0,1.01,30.6,Federer R.,Fognini F.,3.0,68.0,-65.0,1,1.03,71.0,1.01,26.65,3,0,3,803,166,88,121,0.8823529411764706,0.4666666666666667,0.8,0.6,2,2,0.4156862745098039,0.20000000000000007,0,-3.120895416507997,3,0.970873786407767,0.014084507042253521,0.9567892793655135,0.29411764705882354,0.006862745098039216,0.28725490196078435
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Djokovic N.,Harrison R.,1.0,48,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,1.01,21.0,,,1.02,15.0,1.01,36.0,12280.0,871.0,,,1.01,21.0,1.01,15.0,1.02,36.3,1.01,19.57,,,1.02,36.0,1.012,21.6,Djokovic N.,Harrison R.,1.0,48.0,-47.0,1,1.02,36.3,1.01,19.57,3,0,3,411,110,35,41,0.78,0.5384615384615384,0.9,0.5,2,2,0.2415384615384616,0.4,0,-3.871201010907891,3,0.9803921568627451,0.027548209366391185,0.9528439474963539,0.78,0.011217948717948718,0.7687820512820513
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Raonic M.,Giraldo S.,22.0,45,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,1.08,8.0,,,1.07,8.0,1.12,7.65,1540.0,923.0,,,1.07,8.0,1.08,6.5,1.12,8.75,1.08,7.53,,,1.12,8.0,1.084,7.63,Giraldo S.,Raonic M.,45.0,22.0,23.0,0,8.75,1.12,7.53,1.08,0,2,-2,63,77,58,33,0.46153846153846156,0.625,0.4,0.625,10,12,-0.16346153846153844,-0.22499999999999998,-2,0.7156200364120036,-2,0.11428571428571428,0.8928571428571428,-0.7785714285714285,0.010256410256410256,0.028409090909090908,-0.01815268065268065
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5.0,Gasquet R.,Bemelmans R.,19.0,131,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,1.06,10.0,,,1.07,8.0,1.06,11.75,1600.0,411.0,,,1.07,8.0,1.07,8.0,1.08,12.0,1.06,8.75,,,1.07,11.75,1.066,9.15,Bemelmans R.,Gasquet R.,131.0,19.0,112.0,0,12.0,1.08,8.75,1.06,0,1,-1,4,9,275,173,0.375,0.6923076923076923,0.375,0.6,2,2,-0.3173076923076923,-0.22499999999999998,0,1.930758344034711,-1,0.08333333333333333,0.9259259259259258,-0.8425925925925924,0.0028625954198473282,0.03643724696356275,-0.033574651543715424
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Karlovic I.,Sela D.,59.0,108,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,,,,,1.18,4.5,,,1.2,4.4,1.22,4.93,786.0,509.0,,,1.22,4.0,1.17,4.5,1.25,4.93,1.2,4.32,,,1.22,4.93,1.198,4.466,Karlovic I.,Sela D.,59.0,108.0,-49.0,1,1.25,4.93,1.2,4.32,6,1,5,193,181,63,90,0.65,0.45454545454545453,0.5,0.4,14,8,0.1954545454545455,0.09999999999999998,6,-0.6045937832185002,5,0.8,0.20283975659229211,0.5971602434077079,0.011016949152542373,0.004208754208754209,0.006808194943788164
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Kubot L.,Ito T.,49.0,65,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,1.36,3.0,,,1.39,2.95,1.35,3.52,855.0,701.0,,,1.4,2.75,1.36,2.88,1.4,3.52,1.36,3.04,,,1.4,3.52,1.372,3.02,Ito T.,Kubot L.,65.0,49.0,16.0,0,3.52,1.4,3.04,1.36,0,1,-1,8,14,59,77,0.5,0.5,0.5,0.6,6,7,0.0,-0.09999999999999998,-1,0.28256697178501033,-1,0.2840909090909091,0.7142857142857143,-0.4301948051948052,0.007692307692307693,0.01020408163265306,-0.0025117739403453677
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5.0,Ferrer D.,Brown D.,5.0,164,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,1.02,17.0,,,1.03,12.0,1.03,20.0,5250.0,317.0,,,1.03,10.0,1.03,10.0,1.04,21.0,1.03,1.92,,,1.03,20.0,1.028,13.8,Brown D.,Ferrer D.,164.0,5.0,159.0,0,21.0,1.04,1.92,1.03,0,5,-5,9,23,428,232,0.2727272727272727,0.7,0.3,0.8,16,4,-0.42727272727272725,-0.5,12,3.4904285153900982,-5,0.047619047619047616,0.9615384615384615,-0.9139194139194138,0.001662971175166297,0.13999999999999999,-0.1383370288248337
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5.0,Del Potro J.M.,Haase R.,9.0,41,6.0,4.0,3.0,6.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,,,,,,,,,1.08,8.0,,,1.05,9.0,1.12,7.24,3180.0,1010.0,,,1.06,8.5,1.07,7.0,1.12,9.0,1.07,7.85,,,1.12,9.0,1.076,7.948,Del Potro J.M.,Haase R.,9.0,41.0,-32.0,1,1.12,9.0,1.07,7.85,5,0,5,212,96,63,77,0.6363636363636364,0.29411764705882354,0.6,0.4,365,8,0.3422459893048128,0.19999999999999996,357,-1.5163474893680884,5,0.8928571428571428,0.1111111111111111,0.7817460317460316,0.0707070707070707,0.007173601147776184,0.06353346955929452
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5.0,Ward J.,Andujar P.,173.0,36,4.0,6.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,1.36,3.0,,,1.35,3.15,1.44,3.05,297.0,1115.0,,,1.36,3.0,1.36,3.0,1.45,3.25,1.38,2.98,,,1.44,3.15,1.374,3.04,Andujar P.,Ward J.,36.0,173.0,-137.0,0,3.25,1.45,2.98,1.38,0,1,-1,55,73,7,17,0.0,0.3684210526315789,0.0,0.4,8,8,-0.3684210526315789,-0.4,0,-1.5697726560416694,-1,0.3076923076923077,0.6896551724137931,-0.38196286472148544,0.0,0.0021296014602981443,-0.0021296014602981443
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5.0,Kohlschreiber P.,Haas T.,30.0,50,3.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,,,,,,,,,2.62,1.44,,,2.55,1.5,2.6,1.56,1220.0,848.0,,,2.38,1.53,2.5,1.5,2.7,1.57,2.48,1.53,,,2.62,1.56,2.53,1.506,Haas T.,Kohlschreiber P.,50.0,30.0,20.0,0,1.57,2.7,1.53,2.48,3,4,-1,343,194,222,188,0.6792452830188679,0.6538461538461539,0.6,0.7,9,4,0.02539912917271403,-0.09999999999999998,5,0.5108256237659905,-1,0.6369426751592356,0.37037037037037035,0.2665723047888653,0.013584905660377358,0.021794871794871794,-0.008209966134494436
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5.0,Mahut N.,Lorenzi P.,71.0,86,6.0,3.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,,,,,,,,,1.06,10.0,,,1.1,6.5,1.07,10.75,684.0,598.0,,,1.08,7.0,1.1,6.0,1.13,10.75,1.09,7.56,,,1.1,10.75,1.082,8.05,Lorenzi P.,Mahut N.,86.0,71.0,15.0,0,10.75,1.13,7.56,1.09,1,2,-1,9,30,86,126,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5,6,12,-0.22222222222222227,-0.16666666666666669,-6,0.19166741921219188,-1,0.09302325581395349,0.8849557522123894,-0.791932496398436,0.003875968992248062,0.00782472613458529,-0.003948757142337228
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5.0,Serra F.,Kuznetsov An.,137.0,151,3.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,2.62,1.44,,,2.7,1.45,2.7,1.53,392.0,355.0,,,2.5,1.5,2.38,1.53,2.75,1.54,2.56,1.49,,,2.7,1.53,2.58,1.49,Kuznetsov An.,Serra F.,151.0,137.0,14.0,0,1.54,2.75,1.49,2.56,0,1,-1,2,4,121,161,0.5,0.3333333333333333,0.5,0.2,30,371,0.16666666666666669,0.3,-341,0.09729891098679921,-1,0.6493506493506493,0.36363636363636365,0.2857142857142857,0.0033112582781456954,0.0024330900243309003,0.000878168253814795
